,ID,Reaction,Name,Subsystem,Assigned_Subsystem,Assigned_Top_Category,Match_Score,Match_Keywords
7,COBG,2.0 h_c + nadh_c + o2_c + pre3a_c --> h2o_c + nad_c + pre3b_c,R_Precorrin_3B_synthase__CobG_,Unassigned,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism,Cofactor and Vitamin Biosynthesis,0.9,precorrin;porphyrin;cobalamin
10,DHQD,3dhq_c <=> 3dhsk_c + h2o_c,R_3_dehydroquinate_dehydratase,Unassigned,S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis,Amino Acid Metabolism,0.8,aromatic;shikimate_pathway
35,DM__acmum6p,acmum6p_c --> ,R_DM__acmum6p_c_,Unassigned,S_Cell_Envelope_Biosynthesis,Cell Envelope and Wall Biosynthesis,0.7,cell_wall;murein
36,DM__ppi50,ppi50_c --> ,R_DM__ppi50,Unassigned,S_Inorganic_polyphosphates_metabolism,Metal and Inorganic Metabolism,0.8,polyphosphate
37,DM_acgam,acgam_c --> ,R_DM__acgam,Unassigned,S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis,Cell Envelope and Wall Biosynthesis,0.8,peptidoglycan;acetylglucosamine
38,DM_doxopa,doxopa_c --> ,R_DM_doxopa,Unassigned,S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis,Amino Acid Metabolism,0.7,dopamine;aromatic
45,GLCS3,4.0 adpglc_c --> 4.0 adp_c + glyg4n_c + 4.0 h_c,R_glycogen_synthase__ADPGlc___4_units_,Unassigned,S_Starch_and_Sucrose_Metabolism,Alternative Carbon Metabolism,0.9,glycogen;starch;glucose_polymer
49,GLYD,h_c + hpyr_c + nadh_c <=> glyc__R_c + nad_c,R_glycerate_dehydrogenase,Unassigned,S_Glycine__Serine_and_threonine_metabolism,Amino Acid Metabolism,0.8,glycerate;serine_pathway
50,HACD9i,3hptcoa_c + nad_c --> 3optcoa_c + h_c + nadh_c,R_3_hydroxyacyl_CoA_dehydrogenase__3_oxovaleryl_CoA_,Unassigned,S_Fatty_Acid_Metabolism,Fatty Acid and Lipid Metabolism,0.9,fatty_acid;beta_oxidation;acyl_CoA
51,HIUHY,5hiu_c + h2o_c <=> 5houdic_c,R_hydroxyisourate_hydrolase,Unassigned,S_Purine_Metabolism,Nucleotide Metabolism,0.8,purine;urate_degradation
63,MAL1K,atp_c + malt_c --> adp_c + h_c + malt1p_c,R_maltokinase,Unassigned,S_Starch_and_Sucrose_Metabolism,Alternative Carbon Metabolism,0.9,maltose;starch_degradation
75,RDXRr,nadh_c + 2.0 rdxo_c <=> h_c + nad_c + 2.0 rdxr_c,R_Rubredoxin_oxidoreductase_reversible,Unassigned,S_Oxidative_Phosphorylation,Central Carbon Metabolism,0.8,electron_transport;oxidoreductase
95,DHQTi,3dhq_c --> 3dhsk_c + h2o_c,"3-dehydroquinate dehydratase, irreversible",Unassigned,S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis,Amino Acid Metabolism,0.8,aromatic;shikimate_pathway
111,2obut_Transport,2obut_e --> 2obut_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.8,transport;butyrate
112,f6p_Transport,f6p_e --> f6p_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;fructose_6_phosphate;glycolysis
113,g1p_Transport,g1p_e --> g1p_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;glucose_1_phosphate
114,g6p_Transport,g6p_e --> g6p_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;glucose_6_phosphate;glycolysis
115,glx_Transport,glx_e --> glx_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.8,transport;glyoxylate
116,malt_Transport,malt_e --> malt_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;maltose
117,malttr_Transport,malttr_e --> malttr_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;maltotriose
118,thymd_Transport,thymd_e --> thymd_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;thymidine;nucleotide
119,tre_Transport,tre_e --> tre_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;trehalose
120,inost_Transport,inost_e --> inost_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.8,transport;inositol
121,lcts_Transport,lcts_e --> lcts_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;lactose
125,citac_Transport,citac_e --> citac_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;citrate;TCA_cycle
127,citm_Transport,citm_e --> citm_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;citrate;TCA_cycle
129,asp__D_Transport,asp__D_e --> asp__D_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.9,transport;aspartate;amino_acid
130,SSAH,2.0 h_c + nadh_c + sucsal_c <=> h4but_c + nad_c,,Unassigned,S_Butanoate_Metabolism,Alternative Carbon Metabolism,0.8,succinate_semialdehyde;butanoate
133,h4but_Transport,h4but_e --> h4but_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.8,transport;butanoate
136,MLTG6,dextrin_c + 2.0 h2o_c --> 2.0 glc__D_c,Maltodextrin glucosidase  dextrin ,Unassigned,S_Starch_and_Sucrose_Metabolism,Alternative Carbon Metabolism,0.9,dextrin;starch;glucose
139,TARTRDH2,nad_c + tartr__M_c <=> h_c + nadh_c + oxglyc_c,Tartrate dehydrogenase,Unassigned,S_Glyoxylate_and_dicarboxylate_metabolism,Central Carbon Metabolism,0.8,tartrate;glyoxylate;organic_acid
140,TARTRDH,nad_c + tartr__L_c <=> h_c + nadh_c + oxglyc_c,Tartrate dehydrogenase,Unassigned,S_Glyoxylate_and_dicarboxylate_metabolism,Central Carbon Metabolism,0.8,tartrate;glyoxylate;organic_acid
141,TARTDC,h_c + tartr__L_c --> co2_c + glyc__R_c,Tartrate decarboxylase,Unassigned,S_Glyoxylate_and_dicarboxylate_metabolism,Central Carbon Metabolism,0.8,tartrate;decarboxylase;organic_acid
142,tartr__M_Transport,tartr__M_e --> tartr__M_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.8,transport;tartrate
144,malon_Transport,malon_e --> malon_c,,Unassigned,S_Transport__Inner_Membrane,Transport Systems,0.8,transport;malonate
147,TCBO,q8_c + tcb_c --> acon_C_c + q8h2_c,Tricarballylate oxidase,Unassigned,S_Glyoxylate_and_dicarboxylate_metabolism,Central Carbon Metabolism,0.7,tricarballylate;oxidase;organic_acid
156,ALLK,all__D_c + atp_c --> adp_c + all6p_c + h_c,Allose kinase,Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.8,allose;hexose;kinase
163,DHAPT,dha_c + pep_c --> dhap_c + pyr_c,Dihydroxyacetone phosphotransferase,Unassigned,S_Glycolysis,Central Carbon Metabolism,0.8,dihydroxyacetone;glycolysis;PTS
165,FCLK,atp_c + fcl__L_c --> adp_c + fc1p_c + h_c,L-fuculokinase,Unassigned,S_Alternate_Carbon__Fructose_Metabolism,Alternative Carbon Metabolism,0.8,fucose;kinase;sugar
167,GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c,Galactokinase,Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.9,galactose;kinase;sugar
175,XYLK2,atp_c + xylu__L_c --> adp_c + h_c + xu5p__L_c,L-xylulokinase,Unassigned,S_Pentose_Phosphate_Pathway,Central Carbon Metabolism,0.8,xylulose;pentose;kinase
184,TARTD,tartr__L_c --> h2o_c + oaa_c,L(+)-tartrate dehydratase,Unassigned,S_Glyoxylate_and_dicarboxylate_metabolism,Central Carbon Metabolism,0.8,tartrate;dehydratase;organic_acid
188,ACDO,dhmtp_c + o2_c --> 2kmb_c + for_c + h_c,Acireductone dioxygenase,Unassigned,S_Methionine_Metabolism,Amino Acid Metabolism,0.8,methionine_salvage;acireductone
191,BLACT,h2o_c + pencil_c --> h_c + pencilca_c,Beta lactamase,Unassigned,S_Transport__solvent_extrusion,Transport Systems,0.6,beta_lactam;resistance
193,CDPGLC46DH,cdpglc_c --> cdp4dh6doglc_c + h2o_c,CDP glucose 4 6 dehydratase,Unassigned,S_Cell_Envelope_Biosynthesis,Cell Envelope and Wall Biosynthesis,0.7,CDP_glucose;cell_wall
196,COKECBESr,coke_r + h2o_r --> bz_r + egme_r + h_r,Carboxylesterase (cocaine) (er),Unassigned,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,Aromatic Compound Degradation,0.6,aromatic;esterase;xenobiotic
199,DHR,cbasp_m --> dhor__S_m + h2o_m + h_m,Dihydroorotase,Unassigned,S_Pyrimidine_Metabolism,Nucleotide Metabolism,0.9,pyrimidine;orotate;nucleotide_biosynthesis
